Filename,Title,Keywords
big project 03 28058_FINAL.eps,Interlinked Connection Icons,"link, chain, connection, interlinked, network, partnership, integration, bond, binding, internet, web, relationship, icon, graphic, symbol, digital, interface, design, flat, element, button, isolated, illustration, pictogram, visual, sign, technology, communication, data, structure, system, coupling, fastener, strength, solid, modern, minimal, set, collection, business, infrastructure, linkage, together, unity"
big project 03 28059_FINAL.eps,Network Traffic Routing Icons,"traffic, light, data, routing, split, path, network, flow, signal, internet, direction, management, logistics, transport, icon, graphic, symbol, system, communication, infrastructure, digital, web, interface, design, flat, element, button, isolated, illustration, pictogram, visual, sign, arrow, connection, speed, transfer, load, optimization, process, business, planning, tech, branch"
big project 03 28060_FINAL.eps,Logistics Delivery Truck Icon Set,"truck, delivery, shipping, logistics, cargo, transport, freight, courier, icon, set, graphic, symbol, sign, design, ui, ux, web, app, business, commerce, management, supply, chain, move, transit, shipping, package, cargo, haul, transportation, fast, speed, service, outline, gradient, colorful, minimal, flat, modern, digital, element, interface, button, pictogram, isolated"
big project 03 28061_FINAL.eps,Precision Target Crosshair Icon Set,"target, crosshair, aim, focus, goal, bullseye, scope, precision, accuracy, strategy, marketing, business, icon, set, graphic, symbol, sign, design, ui, ux, web, app, game, gaming, shooting, sight, center, point, objective, mission, plan, vision, success, performance, outline, gradient, colorful, minimal, flat, modern, digital, element, interface, button, isolated"
big project 03 28062_FINAL.eps,Performance Score Clipboard Icon Set,"score, clipboard, report, assessment, evaluation, grade, performance, result, business, education, check, list, survey, data, analysis, icon, set, graphic, symbol, sign, design, ui, ux, web, app, management, tracking, progress, feedback, rating, form, document, paper, outline, gradient, colorful, minimal, flat, modern, digital, element, interface, button, isolated"
big project 03 28063_FINAL.eps,Five Star Rating Review Icon Set,"star, rating, review, feedback, quality, rank, score, five, customer, satisfaction, experience, e commerce, shopping, business, icon, set, graphic, symbol, sign, design, ui, ux, web, app, evaluation, opinion, best, choice, premium, gold, star, shape, outline, gradient, colorful, minimal, flat, modern, digital, element, interface, button, isolated, stars"
big project 03 28064_FINAL.eps,Entryway Door Arrow Icon Set,"door, entry, entrance, arrow, direction, navigation, wayfinding, sign, access, open, exit, icon, set, graphic, symbol, design, ui, ux, web, app, building, location, path, guide, pointer, forward, doorway, portal, gate, business, facility, outline, gradient, colorful, minimal, flat, modern, digital, element, interface, button, pictogram, isolated"
big project 03 28065_FINAL.eps,Exit Door Arrow Icon Set,"exit, door, arrow, out, leave, escape, navigation, wayfinding, sign, safety, emergency, icon, set, graphic, symbol, design, ui, ux, web, app, building, location, path, guide, pointer, outward, doorway, portal, gate, business, facility, outline, gradient, colorful, minimal, flat, modern, digital, element, interface, button, pictogram, isolated"
big project 03 28066_FINAL.eps,Industrial Factory Gear Icon Set,"factory, industry, manufacturing, plant, gear, production, industrial, business, work, engineering, power, energy, icon, set, graphic, symbol, sign, design, ui, ux, web, app, construction, mechanic, technology, building, facility, process, system, mechanical, automation, outline, gradient, colorful, minimal, flat, modern, digital, element, interface, button, isolated"
big project 03 28067_FINAL.eps,Calendar Date Cancellation Icon Set,"calendar, date, cancel, cross, x, delete, remove, schedule, appointment, deadline, time, planning, icon, set, graphic, symbol, sign, design, ui, ux, web, app, management, event, task, busy, decline, rejected, failed, missed, outline, gradient, colorful, minimal, flat, modern, digital, element, interface, button, pictogram, isolated"
big project 03 28068_FINAL.eps,Car Connectivity Diagnostics Icon Set,"car, connectivity, diagnostics, signal, wifi, network, automotive, tech, smart, vehicle, transport, icon, set, graphic, symbol, sign, design, ui, ux, web, app, data, wireless, tracking, gps, monitor, repair, service, drive, auto, engine, outline, gradient, colorful, minimal, flat, modern, digital, element, interface, button, pictogram, isolated"
big project 03 28069_FINAL.eps,Calendar Sync Approval Icon Set,"calendar, sync, approval, check, confirm, update, schedule, appointment, time, planning, refresh, cycle, icon, set, graphic, symbol, sign, design, ui, ux, web, app, management, event, task, completed, done, success, verified, process, loop, arrows, outline, gradient, colorful, minimal, flat, modern, digital, element, interface, button, pictogram, isolated"
big project 03 28070_FINAL.eps,Location Pin Path Icons Set,"location, pin, navigation, map, route, travel, gps, direction, path, marker, icon, set, graphic, design, interface, web, app, digital, symbol, pointer, position, wayfinding, journey, tracking, business, concept, element, flat, colorful, outline, modern, minimal, ui, ux, mobile, tech, location, service, destination, geographic, point, logistics, navigation, system, infographic"
big project 03 28071_FINAL.eps,Document Export File Icons Set,"document, file, export, transfer, data, save, download, upload, share, action, button, interface, icon, set, graphic, design, symbol, digital, web, app, business, management, format, system, office, work, technology, ui, ux, modern, minimal, colorful, outline, element, computer, software, storage, document, process, workflow, conversion, sending, data, information, content"
big project 03 28072_FINAL.eps,Open Padlock Security Icons Set,"lock, padlock, open, unlocked, security, privacy, safety, protection, access, unlock, icon, set, graphic, design, symbol, interface, web, app, digital, business, cyber, data, safe, secure, authentication, permission, modern, minimal, colorful, outline, element, ui, ux, technology, password, encryption, shield, defense, control, open, feature, login, key, account, status"
big project 03 28073_FINAL.eps,Connected Smart Car Icons Set,"car, vehicle, smart, connected, wifi, signal, wireless, speed, transport, auto, technology, automotive, icon, set, graphic, design, symbol, interface, web, app, digital, modern, minimal, colorful, outline, element, ui, ux, mobility, autonomous, driving, internet, network, communication, transportation, future, innovation, tech, drive, travel, motion, data, connection, dashboard"
big project 03 28074_FINAL.eps,Closed Padlock Protection Icons Set,"lock, padlock, closed, security, privacy, safety, protection, secure, locked, password, icon, set, graphic, design, symbol, interface, web, app, digital, business, cyber, data, safe, authentication, permission, modern, minimal, colorful, outline, element, ui, ux, technology, encryption, shield, defense, control, login, key, account, status, lock, access"
